author_name,author_desc,tweet,language
Ana Alves,Reviews coordinator @WTVOX and weekend data miner. #BigData #WearableTech #FashionTech #IIoT #IoT,Apple Watch Series 2 vs. Samsung Gear S3 https://t.co/p4g7TpFLOT #WearableTech #IoT https://t.co/1jhVY10o7V,en
DOPEmestic,The Mike Alstott of Twitter. Talking to myself in public. #TKIB #FifeLife #SBH,"Have you ever actually come across a bad apple? Or any bad fruit at all? 

What's the first thing you do next time you reach for a new one?",en
instagram: _kunaaa,,"RT @Ohhh_ant: @MoeRyeUhh According to her all the do is sell them, anything else they send me to the Apple Store",en
Fitness Runner,Get in shape with @MyTraining. Download the FREE iPhone App:,"hi, I saw that you're a training fan, so I ask u to test my free app, it's known as ""mytraining"" on apple store https://t.co/Q22lqs4Cia",en
Gym Healhty,Get in shape with @MyTraining. Download the FREE iPhone App:,"hi, I saw that you're a training fan, so I invite you to test my free app, it's known as MyTraining on apple store https://t.co/1c9lpMN0yU",en
Fitness Online,Get in shape with @MyTraining. Download the FREE iPhone App:,"hello, I saw that u are a fitness fan, so I invite you to test my iOS app, it's known as ""mytraining"" on Apple https://t.co/PLs27mqEiu",en
Gym Pumped,Get in shape with @MyTraining. Download the FREE iPhone App:,"hi, I saw that u are a exercise fan, so I encourage u to see my new app, it's known as ""mytraining"" on apple store https://t.co/lSQ0MowogR",en
Lex,I wasn't raised to be a queer feminist filled with the wrath of a thousand dragons and yet here I am,RT @NYTMinusContext: get your cat ready for the Big Apple,en
steph,Instagram : Stephanieepinkk,Whattt that's so cool  https://t.co/9IUM2tK9Ap,en
Workout Partner,Get in shape with @MyTraining. Download the FREE iPhone App:,"hey, I saw that u are a fitness fan, so I ask you to test my iOS app, it's called ""my training"" on apple store https://t.co/RsnQ2JJUer",en
rose-UH-lyn,,@rosalynmarez @Apple please fix these problems,en
Workout Exercising,Get in shape with @MyTraining. Download the FREE iPhone App:,"hi, I checked that u are a fitness lover, so I invite u to see my new app, it's known as ""my training"" on Apple https://t.co/OcCuGwoXps",en
Ashlyn,Berry College Viking | Student of Biochemistry | Anglophile | Ginger Wannabe | Coffee Enthusiast,THANK YOU APPLE FOR FINALLY LETTING ME DELETE ALL OFF THOSE APPS I DIDNT WANT ANYWAY,en
Matt Heim,,RT @Manstagram_: The only Apple product that's loyal and lasts forever. https://t.co/PKfNnoW4uG,en
Conner Garrison,Yes I am the guy who works in the UNG bookstore                                             2015-2016 Michael Sam's Closet Fantasy Football Champion,The only reason I have read any news today is because I keep swiping to unlock my phone but for some dumb reason Apple changed it.,en
Edmund Lee,Sensibility is cheap. Reporting is expensive. http://recode.net/authors/edmund-lee,Who will buy Twitter? We ranked all the possible buyers. https://t.co/gd9ZncPDci by @karaswisher @KurtWagner8,en
A.RADIO,,#RADIO #80s #juice Now Playing #Body and Soul #Mai Tai #APPS Apple https://t.co/yzl3JCk5xu Google https://t.co/V6aN6Da2dZ,en
Mac App Store Top 20,http://j.mp/1mMfen3 Mac App Store Top 20 . United States China Korea United Kingdom France Australia Germany Japan  http://j.mp/YolpPN,Australia Paid 21. Worms Special Edition - Team17 Software Ltd  https://t.co/YyIIInkNbC  #mac  #apple  3768,en
Fantastic Art,Fantastic Art - Deals and More - Search for any product and BuyCheap2Day!!,Silicone Eartips Earbuds For Apple iPhone 5 5s 6 6 Plus Earphone EarPods Ear Gel https://t.co/NVXNdgePfS https://t.co/4Nh8pa064b,en
day,,"I bet on for @Apple next big update , the emojis gonna be live action to where they move and act according to what the emoji is .",en
Fitness Gainz,Get in shape with @MyTraining. Download the FREE iPhone App:,"hey, I checked that u are a exercise lover, so I invite u to check my iOS app, it's called ""mytraining"" on Apple https://t.co/60OGAwnkAJ",en
Top 10 Books,"http://j.mp/1mMfen3 iTunes Store Top 10 Books. United States, China, Korea, United Kingdom, France, Australia, Germany, Japan, http://j.mp/YolpPN",Australia Paid 31. Drive Me Wild - Shari Slade  https://t.co/rUDVaVjan0  #Books #iTunes #iPhone #Apple  3769,en
Workout Exercises,Get in shape with @MyTraining. Download the FREE iPhone App:,"hey, I checked that u are a gym admirer, so I ask you to see my new app, it's called MyTraining on Apple https://t.co/vU4d3kxAJa",en
Gym Muscles,Get in shape with @MyTraining. Download the FREE iPhone App:,"hi, I checked that u are a exercise fan, so I invite you to try my iOS app, it's known as ""mytraining"" on Apple https://t.co/rwtMe1arIz",en
Workout Show,Get in shape with @MyTraining. Download the FREE iPhone App:,"hi, I saw that you're a fitness admirer, so I suggest you to check my new app, it's known as ""mytraining"" on Apple https://t.co/333wMhwIjN",en
mere.chan,,Does anyone love the new apple iOS update? #apple#amazing#ios10,en
Feed-Fetcher,"BlogTraffic, Live Statistics to your Blog or Blog-Service","Apple iPad Air 16GB Wi&amp;#8211;Fi + 4G f&amp;#252;r 335,90&amp;#8364; inkl. Versand https://t.co/eRCMBbZIH0 #blogtraffic",en
Gym Life,Get in shape with @MyTraining. Download the FREE iPhone App:,"hey, I noticed that you're a fitness fan, so I ask u to see my free app, it's called ""my training"" on Apple https://t.co/4mQURhmqTo",en
that_boii_Sergio,obey.sergio9,"Hey, check out this game, GyroSphere Trials! https://t.co/Xe0MjqTyG5",en
F-Eazy,,RT @bharianmy: iPhone 7 lonjak saham Apple ke paras tertinggi https://t.co/4Pon042APK,in
Keith Bertelsen,"Programmer, writer, husband, father. Not necessarily in that order.",RT @flyosity: Incredibly on-point take about Apple and AirPods and why Silicon Valley is so wrong by @chrismessina. https://t.co/el7nF8X3WG,en
David,"I like games and stupid jokes

Dedede main in Smash/
Rank A- in Splatoon",Are people barley starting to realize that Apple's products are overpriced garbage?,en
Gym Show,Get in shape with @MyTraining. Download the FREE iPhone App:,"hello, I saw that u are a training fan, so I invite u to try my iOS app, it's called ""my training"" on Apple https://t.co/N9pK1TAyCA",en
Workout Appstore,Get in shape with @MyTraining. Download the FREE iPhone App:,"heyy, I noticed that you're a gym fan, so I suggest you to try my new app, it's called MyTraining on Apple https://t.co/GbMDD39kiG",en
Sachintha Gunasena,#ProjectManagement #BusinessAnalyst #SoftwareEngineer #Trainer #TechEnthusiast #Blogger #Gamer #Travel #Cars #Music #Youtube,Apple Watch Series 2 review: work it out https://t.co/qMfLDCbqxz https://t.co/Kd3fnWNEwD,en
Nicole Rymer,"Im a funny,happy, girl who has a you tube channel,nickey is bored, if your curious,hop on over and please watch. I do instagram friday,vlogging,gaming & comedy",Not #loving the #newappleupdate its a #bagofpoo! Why do they need to #fiddle when everything was just #fine!#wtf #lost #hateyouapple!@Apple,en
Josh Grant,"Not here, leave a message. Wanderers, Gunners & Knicks",@DouglasABailey @Apple 2/2 I understand the prompts as the iOS10 isn't specific to regions so applepay is widely used overseas - its a dig.,en
Workout Exercising,Get in shape with @MyTraining. Download the FREE iPhone App:,"hi, I checked that you're a gym admirer, so I suggest u to see my new app, it's called MyTraining on apple store https://t.co/n31TWMR8sz",en
annaliese,it's a beautiful kind of pain,"RT @AshtonAlicea: Dear @Apple , why this is this update making my phone so fucking slow?",en
christina,I love that you noticed that!! Impressive spy skills.,Not mad at the new Apple update anymore,en
Guy's Pictures,Funny ass pictures for my dudes out there. We do not own any of the content we post! Contact @CeIeb for tweet removal and advertising.,The only Apple product that's loyal and lasts forever. https://t.co/SUNULr1IoL,en
Buddahfly,Tastes a bit bitter at times.,"Fueled by Republicans, Americans' trust in media hits all-time low - CNN https://t.co/dcqwydFaFM",en
Jax,"Aussie mum/Nanna to 1 daughter/Granddaughter. I'm Awesome & I Live Life to the Max! A Genuine Lefty, Beliefs/Values are from within my own Heart, mind & soul!",Apple's iOS 10 iPhone and iPad update causing issues for some users https://t.co/nuW4Gsqomk,en
Des,senior @ gc,"RT @FemalePains: idc, Apple could never ever top the iconic iOS 7 update https://t.co/D8azo5XCF9",en
j k,,@realDonaldTrump Apple doesn't fall far from the tree . Must be genetic https://t.co/4pGmAw4YYH,en
Fitness Shape,Get in shape with @MyTraining. Download the FREE iPhone App:,"heyy, I saw that you're a workout enthusiast, so I ask u to see my free app, it's called ""mytraining"" on Apple https://t.co/W4zi9W83lz",en
Tri Agung Laksana,Things happen when i least expect it,Me too. https://t.co/zTRFdIXgkc,en
Monica,,"RT @thefader: Spotify reaches 40 million subscribers, outpaces Apple Music growth. https://t.co/VC30eH7WNk https://t.co/wtQ8ynJIhq",en
RJ Valmadrid,Books. Music. Food. Cartoons. Geek stuff. That's pretty much it. Really.,"After so many updates, I still believe that the best thing that ever happened to iOS is the Google Keyboard. #apple #ios10",en
Workout Strenght,Get in shape with @MyTraining. Download the FREE iPhone App:,"hey, I saw that you're a gym lover, so I invite u to try my new app, it's known as ""mytraining"" on Apple https://t.co/AeyudGUrIG",en
Fitness Pumped,Get in shape with @MyTraining. Download the FREE iPhone App:,"hi, I checked that u are a training enthusiast, so I ask u to try my iOS app, it's called ""mytraining"" on Apple https://t.co/jalAWOLepa",en
darksidecomics,Things which matter most must never be at the mercy of things which matter least. Johann Wolfgang von Goethe,Don't do it! Apple just wants you to buy the 7.  https://t.co/furZMtGcHC,en
iPhone Reviewer,"Married, heavy user of iPhone and its apps",**iPhone 4** Apocalypse Tuff-Grip case cover for Apple iPhone 4G / 4 - Black - Sacred Seal https://t.co/yfBHg06i1u  #iphone4,en
Vitor Moreira,"Clerk.Love IT, economy, start-ups,politics, music, culture and sports. The world is my oyster",RT @eWEEKNews: Cisco &amp; Apple Partnership on Full Display in #iOS10 https://t.co/uMOF4Zxtqa https://t.co/2wSq4Pc1cP,en
Gary,,Apple (AAPL +3.1%) is trading up 8% since last Friday and is realizing the highest share price levels it's se... https://t.co/wc2WCQkLi8,en
Suzi McAlpine,Author of The Leader's Digest blog - subscribe for free tips to ignite better #leadership - leadership coach - workshop facilitator - speaker,"The Leader's Digest #App, is a free resource to help #leaders  Download here: https://t.co/0dxUYEyfjA",en
Gym Muscles,Get in shape with @MyTraining. Download the FREE iPhone App:,"heyy, I checked that you're a health fan, so I ask you to try my iOS app, it's known as ""my training"" on Apple https://t.co/o4Zk04PzOp",en
Chyennexoxo,"it's my world , I does what I wish to, if you're mad , to bad , sounds like a personal issue","RT @kurtis_conner: wireless or not, the new apple headphones will still find a way to get tangled I stg",en
#HotDeal,"save money with the best deals online with #Ebay Deals and more at website #blackfriday, #dailydeal, #fashionmode, #travel_uk, #liveevents, #bestbuy #coupon",https://t.co/YpnlOb4XZO -100% GENUINE TEMPERED GLASS FILM SCREEN PROTECTOR FOR APPLE IPHONE 7  - NEW#Deals_UK https://t.co/0vcYVdz0yr,en
Gym Abs,Get in shape with @MyTraining. Download the FREE iPhone App:,"hey, I noticed that u are a exercise fan, so I suggest u to try my free app, it's known as MyTraining on Apple https://t.co/QCzv7A5g69",en
Blake,I play drums for Cage The Elephant when Jared's appendix bursts. Actual drummer for @Bellavida_Band,RT @Powerful: Join phi kappa apple pie sig chi rho rho rho your boat delta omega 3 fish oil,en
Workout Amazing,Get in shape with @MyTraining. Download the FREE iPhone App:,"hey, I saw that you're a training admirer, so I invite u to try my free app, it's known as MyTraining on Apple https://t.co/kTLeuTyXtx",en
Kenneth P. Marsh,"Strategic growth consultant, Award-Winning Author, Int'l Speaker, Master Trainer on biz & job networking. 3 books on networking for business & a job.","RT @stanleysuen: RT TechCrunch : Twitter launches on Apple TV, Fire TV and Xbox One https://t.co/RyYlO0CuH6",en
marie,weak for bbh and lh,"RT @poodlechen: someone: why do u ship chansoo?
me: https://t.co/brPSN5Ks4n",en
G E R M A N,Every Saint Has A Past Every Sinner Has A Future,Play Burning Man on #AppleMusic. Been on replay since this episode came out  https://t.co/XY16R6NPKH,en
nguyen van k,,"RT @iamsaifkhann: You'll love these 70+ awesome features of #Apple #iPhone7 and #iPhone7Plus.
https://t.co/KW5aR6Dnl8",en
Jay Henry,Co-Founder of Huttle- the Campus based social networking app! Coming to the App Store/Google Play store in October!,@mara_drown basically would you like to sell apple your soul now or later?,en
teresa g,,RT @MatthewKick: When Apple takes away your 2nd amendment emoji gun rights: #iOS10 https://t.co/JWxcFefDWO,en
J,,[iClarified] You Can Now Request an Uber Right From Apple Maps https://t.co/A15D9VPyZj,en
Pienki Gaasqi,blogging travel sports shopping,apple ipad keyboard dock https://t.co/uiS1oTtdti https://t.co/6U0gAZnCrL,en
taco,arizona state university | 19,I hate coming into the apple store . Always gotta be waiting man,en
Richard,Vegas-Irvine | RIParadise PG,New Apple Earphones on deck Hmu https://t.co/gl5JKkMnaF,en
J,,[iClarified] Apple's iPhone 7 Chip Orders Are Higher Than Expected https://t.co/jJmUchBRr5,en
[name='Matt Stow'],"UX & #a11y .dev--front-end at @TOTVS Labs, on GitHub http://github.com/stowball, Nintendo fan, Boy Disorder front-man, good with felt & Charlie P's dad",Even @Apple can't do numbers properly https://t.co/aZ3jOw0bWL,en
shane.,"I'm not a player, I just crush a lot","wtf apple, you replaced the gun with a fuckin squirt gun? get the fuck outta here *eddie murphy raw voice*",en
Hashtag Giants,Weekly @TheHashtagGame hosted by @cutupx2 @Billy_Pentz @helenmaryme @wickedfedora & @googlygirl98! Wednesdays at 6:30pm PT / 9:30pm ET. Part of @HashtagRoundup!,RT @JunkyWithAMonkE: #ItsFlatteringWhen a woman tells another woman that her Adam's apple is impressive,en
Fitness Exercises,Get in shape with @MyTraining. Download the FREE iPhone App:,"hey, I saw that you're a gym enthusiast, so I suggest u to try my iOS app, it's known as ""my training"" on Apple https://t.co/Zy8ve4LSUe",en
Raffie,A mystery.  Yet to be solved.,RT @garethcoker: I highly recommend giving @ChadSeiter 's score for @ReCoreGame your time. It's fantastic work. https://t.co/hyYvcvtMtX,en
Tom Larney,I am an outgoing person living life and having no regrets with friends I'll never forget.,RT @Mojox57x: Check out the #iOS10 stickers by  @TonyRabit they are awesome!! #iphone @Apple #art #messages https://t.co/dkaBTZxYUF,en
Mac App Store Top 20,http://j.mp/1mMfen3 Mac App Store Top 20 . United States China Korea United Kingdom France Australia Germany Japan  http://j.mp/YolpPN,Japan Paid 80. Pixelmator - Pixelmator Team  https://t.co/EPOPCTHwMA  #mac  #apple  3796,hu
